Солнце: 1,Солнце: 2,Солнце: 3,Солнце: 4,Солнце: 5,Солнце: 6,Солнце: 7,Солнце: 8,Ветер: 1,Ветер: 2,Ветер: 3,Ветер: 4,Ветер: 5,Ветер: 6,Ветер: 7,Ветер: 8,Больницы: 1,Больницы: 2,Больницы: 3,Больницы: 4,Больницы: 5,Больницы: 6,Больницы: 7,Больницы: 8,Заводы: 1,Заводы: 2,Заводы: 3,Заводы: 4,Заводы: 5,Заводы: 6,Заводы: 7,Заводы: 8,Дома А: 1,Дома А: 2,Дома А: 3,Дома А: 4,Дома А: 5,Дома А: 6,Дома А: 7,Дома А: 8,Дома Б: 1,Дома Б: 2,Дома Б: 3,Дома Б: 4,Дома Б: 5,Дома Б: 6,Дома Б: 7,Дома Б: 8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43615937357866,8.43615937357866,8.43615937357866,8.43615937357866,8.43615937357866,8.43615937357866,8.43615937357866,8.43615937357866,1.0921795734742157,1.279808820841342,1.2400549937874015,1.257228459906646,1.181477263253934,1.1941482564943595,1.3040131032575122,1.115697764355246,4.2941354763853505,4.407577563286647,4.380335805353262,4.085724791247334,3.9791713529393244,4.125881322899317,4.0569894547019,4.44559609661824,1.3591467028086583,1.5652431212503464,1.5627918452713176,1.3035532659481475,1.510206904672652,1.7382145224260444,1.5571753240625767,1.443586874124412,0.8266108625637427,0.7849588651130341,0.9028001087153301,1.0987970840473018,1.0552042356314888,0.784270090867702,1.18784597312557,1.0339666824968299
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.718476615663494,8.718476615663494,8.718476615663494,8.718476615663494,8.718476615663494,8.718476615663494,8.718476615663494,8.718476615663494,1.2418199872328346,1.2615510310984217,1.107443018220479,1.1815245419658207,1.2216895112049553,1.2941968665750945,1.202211444492737,1.1674146920610038,4.242481698375299,4.0591108771447,4.53049593420655,4.517433688130496,4.30031363076072,4.370901008706403,4.458364129098186,4.332243122992969,1.224459817785108,1.035404737906295,0.9108501832269225,1.3397555436362938,1.1730658391136282,0.8797617563531532,0.9937802788263359,1.3156766188299858,1.1038418139256514,0.6810413299835669,0.9404227863710203,1.1366191706388353,0.9189551856255522,0.8348230266664869,1.0976730215194537,1.0867647809276813
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.10775584192048,9.10775584192048,9.10775584192048,9.10775584192048,9.10775584192048,9.10775584192048,9.10775584192048,9.10775584192048,1.0697377035741003,1.1186444098633914,1.0878408795745462,1.0322707063567762,0.9343201968725566,0.9657207733619776,0.9916195382668627,1.1031696407023015,4.272078964853634,4.178478806596742,4.534547832906637,4.581754107214621,4.300131933496627,4.485701467722293,4.632648980513224,4.175606633369242,0.8852985249143519,1.0066662152490369,0.8169619799992474,0.7189978856508699,0.6710718259655273,1.0106714770463556,0.9828745133212825,0.8735573406068317,0.9044930487393923,0.8108065495600578,0.9433352877232006,1.037073001990696,0.6544034965578395,0.5969995736036418,0.721094960387646,0.8093780551548909
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.556529736935499,9.556529736935499,9.556529736935499,9.556529736935499,9.556529736935499,9.556529736935499,9.556529736935499,9.556529736935499,0.7260225695421466,0.8584056645699776,0.6883643386906279,0.8415272567037497,0.7893003062574232,0.8074822654078259,0.6946637494605257,0.8571761220966343,4.480135752916507,4.417532395947559,4.4900870815759015,4.573480732345475,4.339709129952501,4.544229296910063,4.639798888447036,4.640391269429129,1.0007312370790502,0.9315144883059635,0.6853707277098574,0.551746027624563,0.8487413908859489,0.5790993575193166,1.0108629107879752,0.9837634568156837,0.9119873918330086,0.915930231165314,0.957129987095087,0.7555687940875506,0.8300390846777226,0.9540276057588714,0.7612983240215054,0.637066107323223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.421684987081349,9.421684987081349,9.421684987081349,9.421684987081349,9.421684987081349,9.421684987081349,9.421684987081349,9.421684987081349,0.6155827898670994,0.5908592361329498,0.6793529810794868,0.5571557189608742,0.7226172399200376,0.47549112955072553,0.5716027497431105,0.4930862384500792,4.5249769019314465,4.516471898886507,4.452442850146769,4.635616889885772,4.689984180168755,4.467150528661134,4.820419406022643,4.680141264670742,0.47613545382036104,0.9192592920831043,0.6673345941920998,0.5591043532952483,0.5197733178216976,0.8686703994892023,0.6691445862055136,0.49387888504068267,0.7413343499020721,0.8177990671112548,0.9890096289036194,0.5748168050830103,0.825351090194406,0.9659328422953439,0.7523746303827743,0.9984976272728423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.906971342672293,9.906971342672293,9.906971342672293,9.906971342672293,9.906971342672293,9.906971342672293,9.906971342672293,9.906971342672293,0.5553524163554848,0.6539267661692221,0.5245028802174057,0.7079311385751456,0.6512670126415776,0.6929399138396402,0.7092688987962901,0.5120500987757484,4.667241312271235,4.726316438852626,4.586044824284681,4.4795915874896926,4.514233795220643,4.666167667651278,4.788835020302354,4.561497318594228,0.62208356770509,0.7321259407063541,0.553297752675687,0.6126255680023502,0.6774020159180204,0.5875469224258049,0.9481064181151477,0.7020122254360701,0.7682236978560906,0.9907909274010661,1.0975658278331042,0.9610968432810862,0.7368384864859197,0.8905943939582965,1.0186139211888983,0.9694906790477615
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.459052653358691,9.459052653358691,9.459052653358691,9.459052653358691,9.459052653358691,9.459052653358691,9.459052653358691,9.459052653358691,0.7222303327089981,0.7976049631499554,0.6800851884822039,0.8385657884440147,0.6773153255398825,0.8380285634739779,0.7867581434384299,0.8284456592001097,4.684268359788146,4.515223211894143,4.474657594445472,4.94256676903344,4.53301574668982,4.809578214125738,4.856079396475373,4.535483845580183,0.6489376023490832,0.4779756158687823,0.6751885849953121,0.8772320171597003,0.5266376964240818,0.5097080816189299,0.5488699499636585,0.4962706208476896,0.8581377718885134,0.8476188787314456,0.6914548607761987,0.7529053718067135,0.7207290685724657,1.0859886928587548,0.7277329051577683,1.131837483323704
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.268791463771473,9.268791463771473,9.268791463771473,9.268791463771473,9.268791463771473,9.268791463771473,9.268791463771473,9.268791463771473,0.9679588416876448,1.0241605675614902,0.8970327169257263,1.0053409347391455,1.0367150586266054,1.0600739129603018,0.9575121752476262,1.0674779517399506,4.9423304935845636,4.808536562998925,4.576119480996592,4.635970780715285,4.568061495104228,4.6927164719461505,4.778067901507199,5.025871177063826,0.6707306713315562,0.6863838336538008,0.7684189342065456,0.7290856499934277,0.817716063951365,0.6941650866832685,0.8723386977771715,0.8569099210365817,1.2246441799576309,1.037268799440528,0.9460219302808752,1.1557591785164747,0.8637039845115495,1.1006345779834117,0.9674923412726284,0.8442674377548555
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41411866579978,9.41411866579978,9.41411866579978,9.41411866579978,9.41411866579978,9.41411866579978,9.41411866579978,9.41411866579978,1.0577211826132538,1.0654445436340225,1.0696495133224893,1.1069489701458957,1.0415413524988346,0.8901908516007639,0.9914499158219445,1.0716810084507662,4.980075206738321,4.962404546383814,4.66396079649849,5.060905086441121,4.789791176301265,5.08069842475938,4.659258017843582,4.919473582576528,0.9022334786078793,0.9294034179555661,0.8658939741674354,0.9304463399933438,0.8649806395214004,0.8721342409108186,0.9756246675696776,0.8798013706489443,0.8891349725279387,1.1912240537224954,1.1476330399154753,1.1516739567501468,1.0264212241331747,1.0687692448513402,1.181215697308791,0.9601285487513201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.612651483352828,9.612651483352828,9.612651483352828,9.612651483352828,9.612651483352828,9.612651483352828,9.612651483352828,9.612651483352828,1.3097140464771135,1.4051603116271807,1.5182001663268352,1.3512419825886925,1.4790955780291595,1.347204878652812,1.443761128470515,1.4605117209184537,5.1099819192379305,4.7841865054209824,4.892645587942567,5.124074484986227,4.6565801167242435,4.783069475075453,4.805939575578808,4.711885712109039,1.0673848705281948,1.0031879395589067,0.7867699104425823,0.839330468653442,1.0849629917400594,0.9799533808998642,1.1359176788998653,0.7924881038933853,1.2493336089310447,1.0764686059647837,1.2295301640652698,1.2052192715053536,1.1942400302608673,0.9303631598431796,0.9901973630294024,1.1618008227451624
