Солнце: 1,Солнце: 2,Солнце: 3,Солнце: 4,Солнце: 5,Солнце: 6,Солнце: 7,Солнце: 8,Ветер: 1,Ветер: 2,Ветер: 3,Ветер: 4,Ветер: 5,Ветер: 6,Ветер: 7,Ветер: 8,Больницы: 1,Больницы: 2,Больницы: 3,Больницы: 4,Больницы: 5,Больницы: 6,Больницы: 7,Больницы: 8,Заводы: 1,Заводы: 2,Заводы: 3,Заводы: 4,Заводы: 5,Заводы: 6,Заводы: 7,Заводы: 8,Дома А: 1,Дома А: 2,Дома А: 3,Дома А: 4,Дома А: 5,Дома А: 6,Дома А: 7,Дома А: 8,Дома Б: 1,Дома Б: 2,Дома Б: 3,Дома Б: 4,Дома Б: 5,Дома Б: 6,Дома Б: 7,Дома Б: 8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,1.3061654114152108,1.28642958909596,1.1999819097511077,1.3021802107711993,1.301942619795224,1.3105428037775149,1.233259674882029,1.143510470005038,4.218785854060666,4.111485004259794,4.2167182840181745,4.409210068005655,4.138899591459965,4.1202290001727775,4.3679180175102195,4.178107689038902,1.2771466277288954,1.4619968421250658,1.4068946086313314,1.2917084822305802,1.6406183238078769,1.437513876394134,1.548644369887133,1.6015158211586158,0.9538962203127375,0.9767217628042406,1.1561439003833702,0.8542865974402087,1.0280327402713272,0.8178526112415887,0.8037247008137627,1.0596760360751498
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,1.2738617344654217,1.200938072724446,1.2724383277910116,1.292751198379133,1.3223196195191216,1.1950123577025036,1.19881602278603,1.1785080251770919,4.488998964752488,4.358922953873733,4.365912975259973,4.197533895492442,4.186171931036007,4.332990989952898,4.334504087173211,4.301386655133067,1.0629235671343038,1.0905700934650986,0.9880764964866958,0.8994280499886782,1.3347652411348745,0.9661707171783583,1.166787328193713,1.2691945434142033,0.8378720925324254,0.6516791206850094,1.0102846946410602,0.8994640618742482,0.879524248244062,1.0079637036685023,1.1234101813343405,0.8431964308478533
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.835830654230826,13.835830654230826,13.835830654230826,13.835830654230826,13.835830654230826,13.835830654230826,13.835830654230826,13.835830654230826,1.095483400681996,1.1158413072728872,1.112626040666255,0.9054302450631851,0.8761446209359209,0.9068716480924542,0.9127186464627506,1.0943122054316599,4.456626212753543,4.362772461194388,4.39627656279614,4.309584012524337,4.439841483951302,4.374768057708044,4.228376548891169,4.475785249308132,1.0279089029244768,0.6102653125609272,0.8226323686058841,0.967286878293978,0.9925970453597603,0.8952825592287442,1.0416199630434535,0.9134097225265051,0.6362035768062597,0.975666684967756,0.7142928221983339,0.7964487476755916,0.8750175654353618,0.7025331263190855,0.8556153513068144,0.8680733963831502
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.005840395412777,14.005840395412777,14.005840395412777,14.005840395412777,14.005840395412777,14.005840395412777,14.005840395412777,14.005840395412777,0.7681003250260126,0.6758117038574405,0.6960841012647296,0.8443786453989923,0.745268411004748,0.841465531310188,0.8379933180865384,0.6993884014997431,4.30862321985212,4.370132550705305,4.577507138057031,4.2673235612620735,4.713777553646678,4.348233442756182,4.32031651225969,4.389191980926125,1.0269083018883027,0.9101024020618034,0.6550489467504201,0.6270758451390117,0.6911234331622774,0.7666258031817411,1.010534890876897,1.0186412280731933,0.7784902720848665,0.5524450882393237,0.9604782635571384,0.917158409019001,0.5726503144062008,0.7102218656012631,0.8292068461344028,0.5555823046790442
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.088571271466778,14.088571271466778,14.088571271466778,14.088571271466778,14.088571271466778,14.088571271466778,14.088571271466778,14.088571271466778,0.7192711595824905,0.55955166311965,0.5651896777834544,0.6676219937886143,0.5373524130425046,0.558493772641141,0.5522453574998158,0.6076435232833417,4.3860401040381065,4.404839756768443,4.752159479497657,4.791318459732324,4.806593673851405,4.464896151207131,4.522489451399891,4.481093028365192,0.669711598670127,0.8983749688514228,0.5292545499808776,0.7478510009526096,0.9473982707296165,0.6793881692507402,0.8942502149374071,0.6000291940087517,0.6337544003943365,0.9963364939151458,0.7614066423413155,0.8747001934969205,0.9434877305791445,0.9759936251510503,1.0042912093731367,0.5525743962659857
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.228100839877065,13.228100839877065,13.228100839877065,13.228100839877065,13.228100839877065,13.228100839877065,13.228100839877065,13.228100839877065,0.6327032257633141,0.6992807152525073,0.6969723567648521,0.7232705884918502,0.5274340073603461,0.5805826786741344,0.7015757249056526,0.6902503845284124,4.640558623290812,4.6711110674735945,4.599490527309239,4.547270346471083,4.632284077913847,4.499210562186683,4.732037654165396,4.680616392374603,0.45818134064594546,0.7189383583035766,0.8520361664826932,0.8507775772004117,0.5761588876392199,0.4547866959584674,0.8633913869399221,0.5828991562834118,0.8224009895994002,1.1243874292356513,0.6736148869326755,1.088844466917319,0.9536972607119181,0.9193355288394794,1.0595038170294644,1.0669569682866946
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.283427156991168,13.283427156991168,13.283427156991168,13.283427156991168,13.283427156991168,13.283427156991168,13.283427156991168,13.283427156991168,0.8991927395169231,0.7018028820806662,0.816140988958011,0.8539083197032291,0.7409135378880147,0.719283283910803,0.860836064278065,0.7040571109681655,4.929780197697571,4.806359316269325,4.876002875698963,4.710474150637182,4.698709788936814,4.602744531018468,4.689172015894241,4.6344513378263725,0.8734981576683474,0.9410230907395056,0.7380731067391664,0.7504636141329801,0.7171274944820905,0.5168382474779927,0.781480958138656,0.794163386220706,0.9904244395714326,0.7448202326012443,0.9039419297996213,0.9376206172955435,0.8319542594542544,0.9373148605210514,1.1308039493643394,0.7153874043598244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.076799971866363,13.076799971866363,13.076799971866363,13.076799971866363,13.076799971866363,13.076799971866363,13.076799971866363,13.076799971866363,0.9670963374337136,1.0824213198675068,1.1201320917843938,1.001545803978699,1.087786285788867,1.0515865887836613,1.0662951613362248,1.0276369130629133,4.815094765435019,4.803292926102629,5.0372680251358135,4.712140075802851,4.596222696901677,4.777171523808453,4.550975482568169,4.663802532401552,1.0162266180215362,1.0231644613391475,0.6237039188599816,0.8997984605375349,0.5854938817495885,0.7632370042568241,0.8467977784827014,0.680424429953763,0.8453454860519322,0.885214694525129,0.834061180991078,0.9271635127079332,1.0538383354359637,1.0913734907936068,0.7969328357673479,1.163354464230393
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.324058661530996,13.324058661530996,13.324058661530996,13.324058661530996,13.324058661530996,13.324058661530996,13.324058661530996,13.324058661530996,0.9182886973589565,0.9097054005996187,1.0335811268975519,1.0017698548568936,0.9509624729166477,0.9176556788074951,1.1064719802237961,0.8915867378017923,5.120706328561191,4.708619639232277,5.090032095635138,4.74813154253561,4.926340469204805,4.774227808166444,4.658537076623234,4.860129273021112,0.8963722935275925,0.7636652462865372,0.8898095901524268,1.0798461368169747,0.790865874980955,1.0994828225615474,0.7729937867498171,0.8828544709843462,1.187027295295919,1.056937691546949,1.0950856050244326,0.9530603056188744,1.2667975116005206,1.2048726074865743,0.9195538034966482,1.2280109043270944
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.558674312802767,13.558674312802767,13.558674312802767,13.558674312802767,13.558674312802767,13.558674312802767,13.558674312802767,13.558674312802767,1.37998646732295,1.4726905494091953,1.5071259024861896,1.4592928357656305,1.4622875623603035,1.2906417388725282,1.3994510856312516,1.429899428089094,4.774712619564751,5.0898451585972255,5.024740349908079,4.775581681385701,5.101615740457813,4.99394074269288,4.868120922964331,4.935545020001115,0.8813696671256144,0.8848012461875863,0.7893241485905995,1.0221765213241092,0.9669206109785654,0.6525359059469211,0.7731579556815231,0.8864247750877634,1.0032276440765986,0.8714763108046217,1.2625785567724104,1.2671964659704749,1.131112185609756,1.0137139928700956,1.0719495567478186,1.2579355367479406
